12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12
12,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12
12,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12
12,4,4,4,4,5,5,5,5,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12
12,4,4,4,4,5,5,5,5,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12
12,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,12
12,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,12
12,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,7,8,8,8,8,4,4,4,4,4,4,4,4,12
12,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,7,8,8,8,8,4,4,4,4,4,4,4,4,12
12,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,7,8,8,8,8,9,9,9,9,4,4,4,4,12
12,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,7,8,8,8,8,9,9,9,9,4,4,4,4,12
12,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,7,8,8,8,8,9,9,9,9,4,4,4,4,12
12,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,7,8,8,8,8,9,9,9,9,4,4,4,4,12
12,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,7,8,8,8,8,9,9,9,9,4,4,4,4,12
12,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,7,8,8,8,8,4,4,4,4,4,4,4,4,12
12,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,7,8,8,8,8,4,4,4,4,4,4,4,4,12
12,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,12
12,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,12
12,4,4,4,4,5,5,5,5,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12
12,4,4,4,4,5,5,5,5,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12
12,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12
12,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
