67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255
67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255
67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255
67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255
67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255
67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255
67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255
67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255
67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255
67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255,67-67-67-255
