4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4
4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4
4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4
4,4,-1,-1,-1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,-1,4,4
4,4,-1,-1,-1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,-1,4,4
4,4,-1,-1,-1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,-1,4,4
4,4,-1,-1,-1,4,4,4,20,20,4,4,4,4,4,4,4,4,4,10,10,4,4,4,4,4,4,4,4,4,20,20,4,4,4,-1,-1,-1,4,4
4,4,-1,-1,-1,4,4,4,20,30,5,5,5,5,5,5,5,5,5,12,12,5,5,5,5,5,5,5,5,5,30,20,4,4,4,-1,-1,-1,4,4
4,4,-1,-1,-1,4,4,4,4,5,6,6,6,6,6,6,6,6,6,12,12,6,6,6,6,6,6,6,6,6,5,4,4,4,4,-1,-1,-1,4,4
4,4,-1,-1,-1,4,4,4,4,5,6,6,6,8,8,8,8,8,8,14,14,8,8,8,8,8,8,6,6,6,5,4,4,4,4,-1,-1,-1,4,4
4,4,-1,-1,-1,4,4,4,4,5,6,6,6,8,12,12,12,12,12,14,14,12,12,12,12,12,8,6,6,6,5,4,4,4,4,-1,-1,-1,4,4
4,4,-1,-1,-1,4,4,4,4,5,6,8,8,8,14,14,14,14,14,14,14,14,14,14,14,14,8,8,8,6,5,4,4,4,4,-1,-1,-1,4,4
4,4,-1,-1,-1,4,4,4,4,5,6,8,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,12,8,6,5,4,4,4,4,-1,-1,-1,4,4
4,4,-1,-1,-1,4,4,4,4,5,6,8,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,12,8,6,5,4,4,4,4,-1,-1,-1,4,4
4,4,-1,-1,-1,4,4,4,4,5,6,8,12,14,14,14,30,14,14,14,14,14,14,30,14,14,14,12,8,6,5,4,4,4,4,-1,-1,-1,4,4
4,4,4,4,4,4,4,4,4,5,6,8,12,14,14,14,14,16,16,16,16,16,16,14,14,14,14,12,8,6,5,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,5,6,8,12,14,14,14,14,16,16,16,16,16,16,14,14,14,14,12,8,6,5,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,6,8,10,12,12,14,14,14,14,14,14,16,16,16,16,16,16,14,14,14,14,14,14,12,12,10,8,6,4,4,4,4,4,4
4,4,4,4,4,4,6,8,10,12,12,14,14,14,14,14,14,16,16,16,16,16,16,14,14,14,14,14,14,12,12,10,8,6,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,5,6,8,12,14,14,14,14,16,16,16,16,16,16,14,14,14,14,12,8,6,5,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,5,6,8,12,14,14,14,14,16,16,16,16,16,16,14,14,14,14,12,8,6,5,4,4,4,4,4,4,4,4,4
4,4,-1,-1,-1,4,4,4,4,5,6,8,12,14,14,14,30,14,14,14,14,14,14,30,14,14,14,12,8,6,5,4,4,4,4,-1,-1,-1,4,4
4,4,-1,-1,-1,4,4,4,4,5,6,8,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,12,8,6,5,4,4,4,4,-1,-1,-1,4,4
4,4,-1,-1,-1,4,4,4,4,5,6,8,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,12,8,6,5,4,4,4,4,-1,-1,-1,4,4
4,4,-1,-1,-1,4,4,4,4,5,6,8,8,8,14,14,14,14,14,14,14,14,14,14,14,14,8,8,8,6,5,4,4,4,4,-1,-1,-1,4,4
4,4,-1,-1,-1,4,4,4,4,5,6,6,6,8,12,12,12,12,12,14,14,12,12,12,12,12,8,6,6,6,5,4,4,4,4,-1,-1,-1,4,4
4,4,-1,-1,-1,4,4,4,4,5,6,6,6,8,8,8,8,8,8,14,14,8,8,8,8,8,8,6,6,6,5,4,4,4,4,-1,-1,-1,4,4
4,4,-1,-1,-1,4,4,4,4,5,6,6,6,6,6,6,6,6,6,12,12,6,6,6,6,6,6,6,6,6,5,4,4,4,4,-1,-1,-1,4,4
4,4,-1,-1,-1,4,4,4,20,30,5,5,5,5,5,5,5,5,5,12,12,5,5,5,5,5,5,5,5,5,30,20,4,4,4,-1,-1,-1,4,4
4,4,-1,-1,-1,4,4,4,20,20,4,4,4,4,4,4,4,4,4,10,10,4,4,4,4,4,4,4,4,4,20,20,4,4,4,-1,-1,-1,4,4
4,4,-1,-1,-1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,-1,4,4
4,4,-1,-1,-1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,-1,4,4
4,4,-1,-1,-1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,-1,4,4
4,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4
4,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4
4,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
