12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,4,4,4,4,9,4,4,4,4,9,4,4,4,4,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,4,4,4,8,9,4,4,4,4,9,8,4,4,4,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,4,4,7,8,9,4,4,4,4,9,8,7,4,4,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,4,6,7,8,9,4,4,4,4,9,8,7,6,4,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,5,6,7,8,9,4,4,4,4,9,8,7,6,5,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,6,6,6,7,8,9,4,4,4,4,9,8,7,6,6,6,4,4,4,4,4,4,12
12,4,4,4,4,4,7,7,7,7,7,8,9,4,4,4,4,9,8,7,7,7,7,7,4,4,4,4,4,12
12,4,4,4,4,8,8,8,8,8,8,8,9,4,4,4,4,9,8,8,8,8,8,8,8,4,4,4,4,12
12,4,4,4,9,9,9,9,9,9,9,9,9,4,4,4,4,9,9,9,9,9,9,9,9,9,4,4,4,12
12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12
12,4,4,4,9,9,9,9,9,9,9,9,9,4,4,4,4,9,9,9,9,9,9,9,9,9,4,4,4,12
12,4,4,4,4,8,8,8,8,8,8,8,9,4,4,4,4,9,8,8,8,8,8,8,8,4,4,4,4,12
12,4,4,4,4,4,7,7,7,7,7,8,9,4,4,4,4,9,8,7,7,7,7,7,4,4,4,4,4,12
12,4,4,4,4,4,4,6,6,6,7,8,9,4,4,4,4,9,8,7,6,6,6,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,5,6,7,8,9,4,4,4,4,9,8,7,6,5,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,4,6,7,8,9,4,4,4,4,9,8,7,6,4,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,4,4,7,8,9,4,4,4,4,9,8,7,4,4,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,4,4,4,8,9,4,4,4,4,9,8,4,4,4,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,4,4,4,4,9,4,4,4,4,9,4,4,4,4,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
