255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255
255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255
255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255
255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255
255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255
255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255
255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255
255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255
255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255
255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255
255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-191,255-255-255-191,255-255-255-255,255-255-255-255,255-255-255-191,255-255-255-191,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255
255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-191,255-255-255-191,255-255-255-255,255-255-255-255,255-255-255-191,255-255-255-191,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255
255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-255,255-255-255-191,255-255-255-191,255-255-255-191,255-255-255-255
