13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,9,9,9,9,9,9,9,8,8,8,8,8,8,8,7,7,7,7,6,6,5,5,4,4,4,4,4,4,4,4,13
13,9,9,9,9,9,9,9,8,8,8,8,8,8,8,7,7,7,7,6,6,5,5,4,4,4,4,4,4,4,4,13
13,9,9,9,9,9,9,9,8,8,8,8,8,8,8,7,7,7,7,6,6,5,5,4,4,4,4,4,4,4,4,13
13,9,9,9,9,9,9,9,8,8,8,8,8,8,8,7,7,7,7,6,6,5,5,4,4,4,4,4,4,4,4,13
13,9,9,9,9,9,9,9,8,8,8,8,8,8,8,7,7,7,7,6,6,5,5,4,4,4,4,4,4,4,4,13
13,9,9,9,9,9,9,9,8,8,8,8,8,8,8,7,7,7,7,6,6,5,5,4,4,4,4,4,4,4,4,13
13,9,9,9,9,9,9,9,8,8,8,8,8,8,8,7,7,7,7,6,6,5,5,4,4,4,4,4,4,4,4,13
13,9,9,9,9,9,9,9,8,8,8,8,8,8,8,7,7,7,7,6,6,5,5,4,4,4,4,4,4,4,4,13
13,9,9,9,9,9,9,9,8,8,8,8,8,8,8,7,7,7,7,6,6,5,5,4,4,4,4,4,4,4,4,13
13,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,6,6,5,5,4,4,4,4,4,4,4,4,13
13,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,6,6,5,5,4,4,4,4,4,4,4,4,13
13,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,6,6,5,5,4,4,4,4,4,4,4,4,13
13,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,6,6,5,5,4,4,4,4,4,4,4,4,13
13,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,6,6,5,5,4,4,4,4,4,4,4,4,13
13,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,6,6,5,5,4,4,4,4,4,4,4,4,13
13,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,6,6,5,5,4,4,4,4,4,4,4,4,13
13,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,6,6,5,5,4,4,4,4,4,4,4,4,13
13,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,5,5,4,4,4,4,4,4,4,4,13
13,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,5,5,4,4,4,4,4,4,4,4,13
13,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,5,5,4,4,4,4,4,4,4,4,13
13,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,5,5,4,4,4,4,4,4,4,4,13
13,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,4,4,4,4,4,4,4,4,13
13,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,4,4,4,4,4,4,4,4,13
13,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,13
13,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,13
13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,13
13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,13
13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,13
13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,13
13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
