4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.119386982,4.384471872,4.603921946,4.776251584,4.900248758,4.975015605,5,4.975015605,4.900248758,4.776251584,4.603921946,4.384471872,4.119386982,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.384471872,4.751543269,5.075141155,5.353117296,5.583512161,5.764615938,5.895026825,5.97370241,6,5.97370241,5.895026825,5.764615938,5.583512161,5.353117296,5.075141155,4.751543269,4.384471872,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.408739718,4.875388203,5.302284396,5.686792084,6.026334039,6.318458308,6.560911085,6.751712409,6.889229724,6.972243623,7,6.972243623,6.889229724,6.751712409,6.560911085,6.318458308,6.026334039,5.686792084,5.302284396,4.875388203,4.408739718,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4.191347953,4.751543269,5.276917077,5.764615938,6.211705772,6.615223689,6.972243623,7.279954853,7.535750803,7.737323498,7.882757231,7.970613634,8,7.970613634,7.882757231,7.737323498,7.535750803,7.279954853,6.972243623,6.615223689,6.211705772,5.764615938,5.276917077,4.751543269,4.191347953,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4.384471872,5,5.583512161,6.132037736,6.642440249,7.11145618,7.535750803,7.911992509,8.236945386,8.507577498,8.721179404,8.875484503,8.968780458,9,8.968780458,8.875484503,8.721179404,8.507577498,8.236945386,7.911992509,7.535750803,7.11145618,6.642440249,6.132037736,5.583512161,5,4.384471872,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4.481715471,5.150566759,5.790627288,6.398924762,6.972243623,7.507144315,8,8.447054643,8.844505579,9.188611699,9.475825304,9.702941459,9.86725405,9.966703622,10,9.966703622,9.86725405,9.702941459,9.475825304,9.188611699,8.844505579,8.447054643,8,7.507144315,6.972243623,6.398924762,5.790627288,5.150566759,4.481715471,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4.481715471,5.201010127,5.895026825,6.560911085,7.195506185,7.795349466,8.356683023,8.875484503,9.347524158,9.768453788,10.13393125,10.43978022,10.68217894,10.85786438,10.96433115,11,10.96433115,10.85786438,10.68217894,10.43978022,10.13393125,9.768453788,9.347524158,8.875484503,8.356683023,7.795349466,7.195506185,6.560911085,5.895026825,5.201010127,4.481715471,4,4,4,4,4,4,4,4,4,4
