12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,4,4,4,4,5,5,6,6,5,5,4,4,4,4,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,4,4,4,5,5,6,6,6,6,5,5,4,4,4,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,4,4,5,5,6,6,7,7,6,6,5,5,4,4,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,4,5,5,6,6,7,7,7,7,6,6,5,5,4,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,5,5,6,6,7,7,8,8,7,7,6,6,5,5,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,5,5,6,6,7,7,8,8,8,8,7,7,6,6,5,5,4,4,4,4,4,4,12
12,4,4,4,4,4,5,5,6,6,7,7,8,8,9,9,8,8,7,7,6,6,5,5,4,4,4,4,4,12
12,4,4,4,4,5,5,6,6,7,7,8,8,9,9,9,9,8,8,7,7,6,6,5,5,4,4,4,4,12
12,4,4,4,5,5,6,6,7,7,8,8,9,9,10,10,9,9,8,8,7,7,6,6,5,5,4,4,4,12
12,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10,10,9,9,8,8,7,7,6,6,5,5,4,4,12
12,4,5,5,6,6,7,7,8,8,9,9,10,10,10,10,10,10,9,9,8,8,7,7,6,6,5,5,4,12
12,5,5,6,6,7,7,8,8,9,9,10,10,10,10,10,10,10,10,9,9,8,8,7,7,6,6,5,5,12
12,5,5,6,6,7,7,8,8,9,9,10,10,10,10,10,10,10,10,9,9,8,8,7,7,6,6,5,5,12
12,4,5,5,6,6,7,7,8,8,9,9,10,10,10,10,10,10,9,9,8,8,7,7,6,6,5,5,4,12
12,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10,10,9,9,8,8,7,7,6,6,5,5,4,4,12
12,4,4,4,5,5,6,6,7,7,8,8,9,9,10,10,9,9,8,8,7,7,6,6,5,5,4,4,4,12
12,4,4,4,4,5,5,6,6,7,7,8,8,9,9,9,9,8,8,7,7,6,6,5,5,4,4,4,4,12
12,4,4,4,4,4,5,5,6,6,7,7,8,8,9,9,8,8,7,7,6,6,5,5,4,4,4,4,4,12
12,4,4,4,4,4,4,5,5,6,6,7,7,8,8,8,8,7,7,6,6,5,5,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,5,5,6,6,7,7,8,8,7,7,6,6,5,5,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,4,5,5,6,6,7,7,7,7,6,6,5,5,4,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,4,4,5,5,6,6,7,7,6,6,5,5,4,4,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,4,4,4,5,5,6,6,6,6,5,5,4,4,4,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,4,4,4,4,5,5,6,6,5,5,4,4,4,4,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
